Date,Reviews,Source,Rating,Designation,Employee Status
,"The Motorola Razr 40 Ultra will be available at a price of Rs 89,999 while the Motorola Razr 40 is priced at Rs 59,999. The smartphones will go on sale from July 15 starting 12 pm on Amazon, Motorola.in, Reliance Digital and other leading retail stores. Motorola Razr 40 Ultra will also be available on pre-booking starting July 3, 6 pm onwards on Amazon.in.",Times of India,,,
,"While Apple's future appears bright in India thanks to the country's aspirational middle class, its chief rival Samsung has this cautionary tale for India",Times of India,,,
,Motorola Edge 40 is now official. Motorola has expanded its edge series of smartphones with the launch of Motorola Edge 40 in .The smartphone is powered by a MediaTek chipset and runs Android 13 operating system. The smartphone sports an pOLED display and it comes with a water and dust-resistant design.,Times of India,,,
,"Motorola Razr 40 Ultra is now official. Lenovo-owned Motorola has launched its flagship foldable smartphone -- Motorola Razr 40 Ultra at an event in China. Like its predecessor, the foldable smartphone sports the same clamshell design and is powered by Qualcomm Snapdragon 8+ Gen 1 chipset. One of the main highlights of the smartphone is its 3.6-inch pOLED secondary display which is bigger when compared to rival foldable smartphones.",Times of India,,,
,"Canon is reportedly seeking a partnership with a smartphone company to boost its brand value and enhance the camera capabilities on phones. It has not been disclosed which company the camera brand intends to partner with, but previous collaborations between smartphone brands and camera manufacturers may offer insight into which firms may be considered. Similarly, it's still uncertain what Canon will contribute to the partnership; however, it may opt to collaborate with the smartphone manufacturer to work on the software and hardware together.",Times of India,,,
,This article on tablets under 40000 will give you a glimpse of some of the best tablets under 40000 that you can buy.,Times of India,,,
,Motorola Edge 40 is here. The Chinese smartphone maker has expanded its Edge series of smartphones with the launch of Motorola Edge 40. The 5G-enabled Motorola smartphone supports 14 5G bands. The premium smartphone features an ultra-thin metal frame and curved vegan leather matte back.,Times of India,,,
,"Android Auto's latest update, called ""Coolwalk,"" reportedly causes issues for some users. According to 9to5Google, some users' Android Auto systems are either not connecting or disconnecting randomly after installing the update. Users have complained about their phones failing to connect properly with their car stereos via both wired and wireless connections.",Times of India,,,
,"Your smartphone is the handy camera that you always carry with you. And you will be pleasantly surprised to see the improvements in camera performance of mobile phones available in the market now. Thus, we have enlisted the best camera phones available in India for you.",Times of India,,,
,"A landline phone with sim is one of the most admirable and aesthetic additions to modern homes and offices. Furthermore, the vast majority of cordless phones are produced by some selected brands, with few differences between the numerous models.",Times of India,,,
,Motorola launched the world's first smartphone with a 200MP rear camera. After this companies like Samsung and Xiaomi also launched their 200MP camera smartphones. Now another smartphone maker is all set to join this number race. Realme is all set to launch its new smartphone with a 200MP main camera.,Times of India,,,
,,Times of India,,,
,"Google has added 21 new Android smartphones to its list of ARCore-supported devices, including six new Motorola smartphones and phones from other brands such as OnePlus, Xiaomi, and Oppo. ARCore enables developers to add a layer of computer-generated data to real-world images captured on a smartphone camera. The latest additions join existing devices in the Samsung Galaxy S23 and Google Pixel ranges.",Times of India,,,
,"Xiaomi India and Vodafone-Idea have announced a partnership enabling Vodafone-Idea’s 5G network on a range of Xiaomi and Redmi smartphones in India. Under this partnership, Vodafone-Idea brings support for its 5G network, once rolled out, on a total of 18 smartphones across Xiaomi’s portfolio.",Times of India,,,
,"Motorola has announced its latest flagship smartphone – Edge 40 Pro – for the global markets. A rebadged Moto X40, the Motorola Edge 40 Pro comes with the same hardware – 165Hz AMOLED display, Snapdragon 8 Gen 2 chipset, 50MP triple camera – but ditches the heavily customisable skin meant for the Chinese market. Here’s all you need to know about Motorola’s latest Edge 40 Pro.",Times of India,,,
,"Good-quality cordless phones have been around for a while, but their increasingly sophisticated capabilities have contributed to their growing popularity and because of their superior voice quality, cordless phones have quickly become the phone of choice for both businesses and households.",Times of India,,,
,"OnePlus, Xiaomi and Motorola have reduced the prices of their mid-range Android smartphones in India. OnePlus 10R has received a price cut of Rs 3,000, and two variants of Xiaomi 12 Pro have now become cheaper by Rs 10,000. Xiaomi 11 Lite NE 5G has reduced by Rs 3,000, and Moto Edge 30 and Moto G72 have become cheaper by Rs 3,000 each. Some of the features of these smartphones include an octa-core MediaTek Dimensity 8100-MAX processor, an octa-core Qualcomm Snapdragon 778G processor, 120W HyperCharge technology, and Android 12 OS.",Times of India,,,
,Motorola recently launched the Moto G73 smartphone in India. The smartphone maker has now launched a new smartphone in the country. The Lenovo-owned smartphone maker has launched a new variant of its budget smartphone -- Moto G32. Motorola first launched the Moto G32 smartphone in India in August 2022. At that time the company launched only a 4GB RAM and 64GB internal storage variant of the smartphone. The company has now launched the 8GB RAM and 128GB internal version of the smartphone in the country. The smartphone is powered by a Qualcomm chipset and it is backed by a 5000mAh battery.,Times of India,,,
,"Ever since the foldable smartphones appeared, many Apple fans have been waiting for a foldable iPhone. While all popular Android smartphone brands including Samsung, Oppo, Vivo, Xiaomi, Motorola and OnePlus have either announced foldable devices or have confirmed that they are working on the same. So far, Apple has been silent about its foldable device. The company officials have so far not made any comment on a foldable iPhone whatsoever.",Times of India,,,
,"Motorola is expected to launch an upgraded RAM and storage variant of the Moto G32 smartphone on March 22. The new RAM and storage option of the smartphone is likely to arrive with the same remaining specifications as the current model of Moto G32. The smartphone is powered by an octa-core Snapdragon 680 chipset, backed with 4GB RAM and 64GB internal storage. It also supports a microSD card slot for storage expansion. For optics, Moto G32 houses a triple rear camera setup.",Times of India,,,
,Moto G13 is here. Motorola has added a new budget smartphone to its lineup with the launch of Moto G13 in India. The smartphone comes with an HD+ display and is powered by a MediaTek processor. The smartphone runs Android 13 operating system and sports a 50MP main camera.,Times of India,,,
,,Times of India,,,
,"The Moto G73 is a new smartphone from Motorola. It is a successor to the last year's Moto G72 and comes with a price tag of Rs 18,999. The smartphone comes in Midnight Blue and Lucent White colour options and is available online on Flipkart on March 16. Along with this, the company is offering an instant discount of Rs 2000 on select bank credit cards. The Moto G73 features a 6.",Times of India,,,
,Moto recently launched its new G-series smartphone in India. The company has now slashed the price of its last year launched G-series smartphone. The Lenovo-owned smartphone maker has slashed the price of its last year launched budget smartphone -- Moto G52. The smartphone comes in two versions and both of them have received a price cut.,Times of India,,,
,"Google has updated its ARCore-supported device list to include three of its Pixel smartphones that were missing. In addition to the Pixel devices, Google has also added a couple of other smartphones from Oppo, Poco and more to the list. Despite the fact that Google took this long to update the ARCore list, the devices including those from other manufacturers supports AR-based features since their launch.",Times of India,,,
,"If you have been planning to purchase a mid-range Motorola smartphone, then this may be the right time to do so. The Lenovo-owned smartphone maker has slashed the price of its Moto G62 5G smartphone. The smartphone comes in two variants and both of them have received a price cut.",Times of India,,,
,"After being the subject of many rumours and then receiving multiple certifications, Motorola has teased the arrival of Moto G73 5G in the Indian market. With this, the company will expand its lineup of G-series smartphones. Moto G73 5G would succeed the Moto G72 launched in India last year. The company had launched the Moto G73 5G along with the Moto G 53 5G in the global markets.",Times of India,,,
,"The mid-range Motorola smartphone, Moto G82 has become more affordable. The Lenovo-owned smartphone maker has slashed the price of the Moto G82 smartphone in India. The G-series smartphone comes in two variants and both of them have received a price cut.",Times of India,,,
,"Lenovo-owned Motorola has slashed the price of its 5G smartphone— Moto Edge 30. The smartphone comes in two variants and both the models have received a price cut of Rs 3,000.",Times of India,,,
,"Motorola has confirmed that a new edition of the foldable smartphone will be launched this year, which will be ""much better"" than its predecessors. During an interview with CNBC at the 2023 Mobile World Congress in Barcelona, Yuanqing Yang, the CEO of Lenovo, affirmed that the Motorola Razr has been performing well. Additionally, Yang announced that Motorola would release a new iteration of the foldable smartphone in the near future. He added that the forthcoming device would be significantly improved compared to its predecessor.",Times of India,,,
,"Moto G73 made its debut in India last week. The smartphone expanded the company’s G-series lineup. Succeeding the last year’s launched Moto G72, the smartphone is slightly higher priced and offers reasonably good specifications. For those interested can now purchase the Moto G73 smartphone online from Moto e-store and Flipkart e-commerce websites.",Times of India,,,
,"Recently, Reliance Jio introduced a special Valentine's Day offer and now its rival telco Vodafone Idea has also rolled out a special. Vodafone Idea has announced a special Valentine's Day prepaid plan for its customers.",Times of India,,,
,"The upcoming Motorola smartphone is rumoured to sport a larger cover display that might cover the entire outer panel. However, the new phone might also feature the same flattened clamshell design as its predecessor. The latest image shared by the tipster also reveals the Moto Razr 2023’s outer display will boast a redesigned UI.",Times of India,,,
,"Vodafone Idea (Vi) has partnered with Motorola to ensure seamless 5G connectivity across its fifth-generation smartphone portfolio, according to a statement. The announcement comes within days of Vodafone Idea getting a shot in the arm, with the government clearing conversion of the troubled telco's accumulated interest dues worth Rs 16,000 crore into equity.",Times of India,,,
,The company unveiled the Moto X40 smartphone in China in December 2022. Motorola is now set to launch the rebranded global variant of the smartphone which is likely to be named Moto Edge 40 Pro. Leaked renders of the Moto Edge 40 Pro smartphone surfaced online a few weeks ago.,Times of India,,,
,"Foldable smartphones are creating a buzz around the industry as more brands are now entering this segment. Samsung and Motorola have been in the foldable phones market for some time now. Recently, Oppo launched its first flip phone, Oppo Flip N2, for the global markets.",Times of India,,,
,"Oppo's next foldable smartphone series is in the works. This smartphone has been in the rumour mill for some time and has again surfaced online ahead of the official launch (which is expected to be later this year) in China. According to a report by tipster Digital Chat Station, Oppo’s next-generation foldable smartphone is said to be named as Find N3 and carries the model number PHN110.",Times of India,,,
,"Science fiction movies have already demonstrated the potential of immersive technology. One of the themes at MWC 2023 evolved around breakthroughs in AR and VR space. With the global deployment of 5G, immersive technology is expected to take the centrestage with use cases in automotive, sports, work, gaming and more.",Times of India,,,
,"Oppo has neither confirmed the markets where the foldable smartphone will be available nor has it shared any pricing details about the phone. The Find N2 Flip is likely to launch in multiple markets including in India. The Chinese variant of the smartphone was launched at CNY 6,000 (around Rs 71,000).",Times of India,,,
,Moto E13 is here. Lenovo-owned Motorola has expanded its entry-level smartphone range with the launch of Moto E13 in India. The smartphone is powered by a Unisoc processor and runs Android 13 (Go Edition). Moto E13 sports a lightweight design and features a dual rear camera.,Times of India,,,
,Moto E13 was launched in India earlier this week. The smartphone is now up for sale in the country. Customers can now purchase the budget Motorola smartphone from Flipkart and authorised retail stores in the country. The smartphone is powered by a Unisoc processor and runs Android 13 (Go Edition). Moto E13 sports a lightweight design and features a dual rear camera.,Times of India,,,
,"Moto E13 is now official. Motorola has expanded its Moto G series of smartphones with the launch of four new smartphones. Along with this, the company has also launched the Moto E13 smartphone in the European market. The budget smartphone from Motorola sports an HD+ display and it is powered by a Unisoc chipset. Moto E13 runs Android Go Edition and is backed by a 5000 mAh battery.",Times of India,,,
,"Lenovo-owned smartphone maker Motorola has expanded its portfolio with four new phones under the affordable Moto G-series for the global markets. The latest smartphones include -- Moto G73 5G, Moto G53 5G, Moto G23 and Moto G13. Amongst these, the company launched the Moto G53 smartphone in China in December 2022.",Times of India,,,
,"Ayush Kumar Anand, 21, was walking back to his uncle's house in Sector 9 when three youths on a bike tried to strike a conversation. When he ignored them, they snatched his phone and kicked him. Ayush's left kidney had to be surgically removed to save him.",Times of India,,,
,Vivo X Flip is likely to sport a hinge made of aluminium and its design is expected to resemble the X90 series models which were released in China in November 2022. The external display is expected to be 682 pixels wide and have a vertical rectangular form. Vivo’s X Flip may feature only two lenses in the camera arrangement which will leave an area for the Zeiss logo.,Times of India,,,
,"Last year, Motorola announced the Edge 30 Fusion in India. The smartphone was launched in two colours – Cosmic Grey and Solar Gold. Now, Motorola has unveiled a new colour of the Edge 30 Fusion – Viva Magenta – the Pantone colour of 2023.",Times of India,,,
,"Motorola is all set to launch its latest E-series smartphone in India. The smartphone maker has confirmed that it will launch the Moto E13 in the country on February 8. Lenovo-owned Motorola has already launched the smartphone in the European market and is expected to launch the same variant in India. However, a new leak has surfaced online revealing the likely India price of the smartphone.",Times of India,,,
,Motorola launched the Edge 30 Fusion Viva Limited Edition in India last week. The company claims that it is the first smartphone in the world to boast Pantone color of the year 2023 — Viva Magenta. The smartphone shares the similar set of specifications as the original Motorola Edge 30 Fusion which the company launched in September last year.,Times of India,,,
,"Lenovo-owned Motorola is all set to expand its budget smartphone lineup in India. Motorola has confirmed the launch of Moto E13 in the country. Launched in Europe recently, the Moto E13 is scheduled to launch in India on February 8.",Times of India,,,
,Motorola recently launched its budget smartphone Moto E13 in the European market. It appears that the company will soon launch the smartphone in the Indian market. A new online leak revealed that Lenovo-owned Motorola will launch the Moto E13 smartphone this month in India.,Times of India,,,
,"In this comparison table, we have compared the newly launched Tecno Phantom X2 Pro 5G and iQoo 11 5G.",Times of India,,,
,,Times of India,,,
,"Lenovo-owned Motorola is reportedly offering iPhone music control to Moto Watch 100 in its 2023 update. This will let users manage their music playback, as a part of several updates to the smartwatch.",Times of India,,,
,"Motorola unveiled a new smartphone– Moto G53–in China. The smartphone comes as a successor to the Moto G52 launched in April this year. The 5G-enabled phone comes at a starting price tag of 899 yuan ( approximately Rs 10,690) and offers reasonably good specifications. At this price, the Moto G53 goes against the likes of Lava Blaze 5G launched earlier in November.",Times of India,,,
,Lenovo-owned Motorola has launched the limited edition Motorola Edge 30 Fusion smartphone. The company claims that it is the first smartphone in the world to boast Pantone color of the year 2023 — Viva Magenta. The smartphone shares the similar set of specifications as the original Motorola Edge 30 Fusion which the company launched in September last year.,Times of India,,,
,"A report says that the global foldable market will likely see competition in 2023 as more Chinese players are expected to launch foldable smartphones. Honor, Motorola and Xiaomi are expected to enter the foldable smartphone space outside China. Additionally, Huawei, Oppo, and Vivo are also tipped to launch new foldable products in 2023.",Times of India,,,
,Lenovo ThinkPhone is now official. Lenovo has unveiled the first smartphone under the ThinkPhone series. The ThinkPhone by Motorola comes with an oPLED display and is powered by a Qualcomm chipset. The smartphone comes with military grade certification and is also dust and water-resistant.,Times of India,,,
,"After Xiaomi and OnePlus, now another Chinese smartphone maker is offering 5G experience to its smartphone users. Motorola has entered into a partnership with Reliance Jio. The association will enable Motorola smartphone users to access True 5G connectivity on their devices after they get an invite to use 5G from Jio. Reliance Jio launched 5G services under beta in October 2022 in 6 cities. Since then the company has expanded 5G services to 15-plus cities across the country.",Times of India,,,
,"Reliance Jio recently launched its 5G service in Indore and Bhopal. The telecom operator has now rolled out its 5G service to another city. Union Minister of Communications, Railways, Electronics & Information Technology Shri Ashwini Vaishnaw inaugurated Jio True 5G services in Odisha.",Times of India,,,
,"In the latest development, both smartphones have surfaced on the Telecommunications and Digital Government Regulatory Authority (TDRA) certification website in the UAE.",Times of India,,,
,Moto X40 is now official. Motorola has launched its latest flagship smartphone -- Moto X40 in China. The smartphone is powered by octa-core Qualcomm Snapdragon 8 Gen 2 chipset and sports an FHD+ display. The high-end smartphone comes with a 50MP main camera and a 60MP selfie shooter.,Times of India,,,
,This change doesn’t mean that smartphone users won’t be able to access Alexa on their devices. Users will be able to interact with Alexa on Android and iOS smartphones only when the Alexa app is open. This feature will also let users the option for hands-free access inside the Alexa app.,Times of India,,,
,"Motorola has confirmed the launch event for the Chinese market today. However, the company hasn’t officially announced the products that will be unveiled at the event. The information about the event’s live feed also remains unknown. We will update the post as soon as we get more details. The company has already confirmed a few key specs of the upcoming phone.",Times of India,,,
,"It has merely been a few months since the latest Galaxy Z-series foldable arrived on the market, but the rumor mill has begun for the next one, which may arrive in September 2023 if Samsung sticks to its usual schedule. And as per speculations, the next Galaxy Z Flip may come with some ‘big’ upgrades in terms of screen size.",Times of India,,,
,"Moto G53 5G is here. Motorola launched its flagship smartphone Moto X40 at an event in China today (December 15). Along with its high-end smartphone, the company also unveiled its budget smartphone -- Moto G53 5G at the same time. The budget smartphone from Motorola is powered by a Qualcomm chipset and runs Android 13 operating system. Moto G53 5G houses a 50MP main camera and it comes with a splash-resistant design.",Times of India,,,
,The company has announced its plans to launch the MotoX40 in the Chinese market. Motorola has made it official that the upcoming Moto X40 will be unveiled on December 15 in China.,Times of India,,,
,"The poster not only teases the design of the upcoming smartphone but also confirms the start time of the launch event in China. Another Weibo post by the company has also confirmed multiple speculated features regarding the Moto X40 including -- a 165Hz refresh rate display, IP68 waterproof rating and MYUI 5.0 based on Android 13.",Times of India,,,
,Motorola released a list of its smartphones in August which will receive the Android13 update. The company has now added ten devices to the list.,Times of India,,,
,"As per the leak, the upcoming Moto X40 is said to feature a 6.67-inch FHD+ display with 144Hz refresh rate. The smartphone is tipped to weigh 196 grams.",Times of India,,,
,"The Moto X40's images previously appeared in a TENAA listing, revealing a curved screen with a centre punch-hole, triple rear cameras arranged in a matrix, and many other key specifications.",Times of India,,,
,"Oppo has announced the second-generation foldable smartphone – the Find N2 – and joining it is its first flip – Find N2 Flip. The second-generation foldable smartphone improves the weight and thickness of the Find N while also coming with a new, improved hinge. Here’s everything you need to know about Oppo’s new foldable smartphones – the Find N2 and Find N2 Flip.",Times of India,,,
,Qualcomm launched its latest flagship mobile chipset -- Snapdragon 8 Gen 2 at its annual Qualcomm Snapdragon Summit 2022. The company claims that it is the world's first 5G AI mobile platform which will support WiFi 7 and hardware ray tracing.,Times of India,,,
,"Qualcomm’s flagship chip for Android smartphones is here. The chipmaker has announced the successor to its Snapdragon 8 Gen 1 at its Snapdragon Summit 2022 which will power flagship devices likely to arrive in 2023. The latest chip, as expected is named -- Snapdragon 8 Gen 2 Mobile Platform -- and brings several technological improvements such as performance boost, better graphics and more, over its predecessor.",Times of India,,,
,"Moto is likely to launch its next X-series smartphone– Moto X40–in the Chinese market. Chen Jin, general manager of Lenovo Mobile Business Group, through a post on Chinese platform Weibo has teased the launch of the Moto X40. The smartphone is expected to come powered by a Snapdragon chipset. The likely specs of the yet-to-be-launched device has hit the web. Here are the details:",Times of India,,,
,Motorola launched its Edge 30 Ultra smartphone in India in September this year. The company has now launched a new storage variant of the smartphone.,Times of India,,,
,"Motorola has expanded its e-series smartphone lineup with the launch of Moto e22s in the Indian market. Priced at Rs 8,999, the handset offers specifications like a 90Hz refresh rate display, MediaTek Helio G37 chipset and 4GB RAM. At this price, the smartphone goes up against the likes of Moto e32s which also comes with similar specifications and is very closely priced to the Moto e22s.",Times of India,,,
,Motorola has a wide range of 5G-enabled smartphones in the company. The company’s smartphones support between 11 to 13 5G bands from both mmWave and sub-6GHz bands that are available in the country. The company has already rolled out software updates on some of its devices and it is also planning to update the rest of the 5G devices in the coming weeks.,Times of India,,,
,"Moto Razr 2022 is now official. Motorola has launched its latest foldable smartphone -- Razr 2022 in the global markets. Launched in China in August of this year, the foldable smartphone is powered by the Qualcomm Snapdragon 8 Gen1+ chipset. The high-end smartphone is made using a 7000 series aluminium frame with a matte finish and stainless steel hinge. The company also claims that it has redesigned the hinge on the Moto Razr 2022 so that the smartphone can stand on its own in different angles.",Times of India,,,
,WAVE PTX is a multimedia communication service that is developed by Motorola. This service operates even without a network and can be used to connect cross-functional teams. Devices that use this technology can help users to connect with their crew at the push of a button and they won’t be restricted by any range.,Times of India,,,
,"Launching at its annual Snapdragon Summit 2022 in Maui, Hawaii, the company claimed Gen 2 would completely change the premium smartphone experience.",Times of India,,,
,"Moto X40 may soon launch in China. However, ahead of the launch, details of the chipset which would power the phone have surfaced online.",Times of India,,,
,,Times of India,,,
,"Moto e22s price in India is set at Rs 8,999 for the single 4GB RAM + 64GB storage variant. Interested customers can purchase the smartphone from October 22, 12 pm (noon) on Flipkart and all leading retail stores in Arctic Blue and Eco Black colour options. Moto e22s can be purchased with Reliance Jio benefits worth Rs 2,549.",Times of India,,,
,"After Apple and Samsung, now Lenovo-owned Motorola has confirmed that it has started rolling out software upgrades for its phones to 5G across both SA (Reliance Jio) and NSA (Airtel & Vi) 5G modes. The smartphone maker has revealed that it has already rolled out a 5G update for the Edge 30 Ultra and the Edge 30 Fusion smartphones this week.",Times of India,,,
,Motorola is soon expected to expand its smartphone lineup with a launch of a new affordable device – Moto E22s – in India. The company has confirmed the launch of the smartphone via its official Twitter handle.,Times of India,,,
,Motorola has confirmed the launch of its upcoming E-series smartphone–Moto E22s– in India. The company announced the launch via its social media handles.,Times of India,,,
,"Motorola has launched a new budget smartphone – the Moto E32 – in India. The smartphone follows the Moto E32s, launched in May 2022. The Moto E32 launched in India differs from the one launched in Europe earlier this year. Unlike the Motorola E32 launched in Europe, which comes with the UniSoc T606 chipset, the one launched in India is powered by the Helio G37 chipset.",Times of India,,,
,Motorola recently launched its new g-series smartphone in India. Now the company is all set to launch its affordable e-series smartphone in the country. The Lenovo-owned smartphone maker has confirmed the launch of Moto e32 in India. The company will launch the new smartphone on October 7 in the country. Motorola has already launched the smartphone in China in May this year. The Indian variant of the smartphone is expected to sport the same set of specifications.,Times of India,,,
,Moto e32 is here. Motorola has expanded its budget smartphone lineup with the launch of its latest e-series smartphone -- Moto e32. The smartphone packs an HD+ display and is powered by a MediaTek Helio chipset. The affordable smartphone runs Android 12 operating system and promises to offer up to 2 years of regular security updates.,Times of India,,,
,Motorola expanded its smartphone series lineup with the launch of Moto G72 in the Indian market. The smartphone comes under the mid-range category and is powered by the MediaTek chipset.,Times of India,,,
,Motorola will launch its latest Moto E22 handset on October 17 at 12 PM IST. The smartphone will be available for purchase via Motorola and Flipkart websites. Other details of the device will be revealed at the time of the launch event.,Times of India,,,
,,Times of India,,,
,Software firm Freshworks Inc has appointed Dennis Woodside as president of the company effective September 1.,Times of India,,,
,"Electronics and Communication Engineering involves designing, developing and testing of electronic equipment. Electronics and Communications engineers conceptualize and oversee the manufacturing of communication and broadcast systems. This specialization deals with basic electronics, microprocessors, solid-state devices, digital and analog communication, microwave engineering, satellite communication, antennae and wave progression. How to become an electronics and communication engineer?",Times of India,,,
,"He most recently served as president of Impossible Foods where he oversaw operations, manufacturing, supply chain, sales, marketing, HR and other functions for more than three years.",Times of India,,,
,"Motorola recently launched its flagship smartphone Edge 30 Ultra in India earlier this week. Motorola Edge 30 Ultra is the world's first smartphone to sport a 200MP main camera. At the time of the launch, the company unveiled only one variant of the smartphone (8GB+128GB). Now it appears that the smartphone maker is all set to launch another variant of the handset.",Times of India,,,
,Motorola was the first smartphone brand to get on board with Samsung’s new 200MP ISOCELL HP1 sensor with its X30 Pro smartphone launched in China last month. The company has now announced a slightly tweaked version of the X30 Pro in Europe as Motorola Edge 30 Ultra featuring 200MP primary camera.,Times of India,,,
,Moto G72 is here. Motorola has expanded its G-series of smartphones with the launch of Moto G72 in India. The mid-range smartphone sports an FHD+ display and is powered by a MediaTek chipset. The smartphone runs Android 12 operating system and houses a 5000mAh battery.,Times of India,,,
,Motorola has introduced Moto e22 and Moto e22i in the global markets. Both smartphones are available for purchase in select markets. The company has not made any announcements regarding its launch in India.,Times of India,,,
,"After unveiling it in May earlier this year, Google has finally rolled out the public version of Android 13. Android 13 brings a host of new features to Android phones. Here we tell you all the important details about the first public rollout of Android 13 and the five key features it brings aboard.",Times of India,,,
2017-12-16,"Motorola, RentoMojo tie up to provide Moto Mods on rent for Rs 399 a week",Entrackr,,,
2022-11-16,"Amitabh Bachchan, Saurav Ganguly among non-compliant influencers: ASCI report",Entrackr,,,
2019-02-13,Nandan Nilekani-backed ShopX acquihires GabbarDeals,Entrackr,,,
2018-08-30,"Iron Pillar, Blume and Beenext pump in $15 Mn Series B fund in Servify",Entrackr,,,
2018-08-06,Why has Flipkart parted ways from once a $2 Bn worth vendor – WS Retail?,Entrackr,,,
2018-04-05,ICA approaches Suresh Prabhu for flouting FDI rules by Amazon and Flipkart,Entrackr,,,
2018-02-27,"Top smartphone distributors to sell refurbished iphones, smartphones in India",Entrackr,,,
2017-12-07,Eyewear retailer Lenskart puts in $1 Mn in Israel-based startup 6over6,Entrackr,,,
2017-11-28,"Lifestyle retailer Chumbak secures Rs 85 Cr from Gaza Capital, existing investors",Entrackr,,,
2017-11-21,Paytm-backed logistics analytics startup LogiNext ties up with IBM to optimise e-commerce supply chain,Entrackr,,,
2017-11-10,Flipkart launches smartphone brand ‘Billion Capture+’,Entrackr,,,
2017-10-05,Mobile refurbishing startup Yaantra raises Rs 20 Cr from existing investors,Entrackr,,,
2017-08-05,"Flipkart holds talk with distributors, to sell refurbished smartphones by Diwali",Entrackr,,,
2017-07-21,Mukesh Ambani’s RIL to invest $25 Mn in Israel-based startup incubator,Entrackr,,,
2017-07-18,Apple to partner with HCL to expand retail presence in India,Entrackr,,,
2017-07-14,Lifestyle retailer Chumbak raises Rs 11 crore from Blacksoil and others,Entrackr,,,
2017-07-14,End-to-end construction project startup QwikSpec raises Rs 3.5 crore,Entrackr,,,
2017-07-04,"Foxconn wants India to have parallel manufacturing hub to China, to invest $5 bn",Entrackr,,,
2020-06-07,One of the best place for work in my entire job carrier. Great support from seniors. Best team. Had great experiences in channel sales. I would really work again if they come again in business.,Indeed,5.0,Area Sales Manager,Former Employee
2017-10-29,"The Customer Service Representative attracts potential customers by answering product and service questions; suggesting information about other products and services. Process orders, prepare correspondences and fulfill customer needs to ensure customer satisfaction.",Indeed,5.0,SALES EXECUTIVE,Former Employee
,"It was my outsource job, so cant share much about this, but Yes indeed a good start for fresher it was to gain a knowledge on field experience.Not much interaction with the company but Yes not a very enriching experience when you are in field.",Indeed,3.0,Junior Engineer - TICS,Former Employee
2017-10-12,Started with Motorola as my first job in Switch operations. The self driven culture of Motorola motivated one to do challenge oneself and do more all the time.,Indeed,3.0,Senior switch Engineer,Former Employee
2017-10-04,5floors and 60 boys each shift 20 boys daily report to executive following to checklist daily briefing handover to co supervisor daily log book report daily work sheet prepare monthly salary sheet attendance,Indeed,5.0,Housekeeping Supervisor,Former Employee
2017-09-30,"It was a distribution center,we have to distribute the materials all over India, I was a executive.  I was enjoying working in the company & more interesting job..",Indeed,4.0,D.C. Executive,Former Employee
2017-09-28,"Very Relaxed paced workplaceExcellent Team CultureOffice located in a prime location -> easy for commute.Excellent work-life balance.Management decisions are not always employee friendly.",Indeed,5.0,Lead Engineer,Former Employee
2017-09-25,It's been good feeling to work with Sykes Business Service. I have been got an great expirence in this organisation. Their is a lot of fun with the friends and our superior.,Indeed,4.0,L1 agent,Former Employee
2017-09-08,"Great company, I would recommend for anyone who's interested in the tech industry and loves a company who cares about its employees. Great benefits and company culture is top notc",Indeed,3.0,CUSTOMER RELATIONS REPRESENTATIVE/TECHNICIAN,Former Employee
2017-09-08,"Good product based companyGood work cultureGood ManagementGood salary growthGood in onsite opportunitiesGood in Technical growthLearned Oracle applicationsLearned mobile testing techniquesLearned communicate to onsite team",Indeed,4.0,Senior Test Engineer,Former Employee
2017-09-03,Writing and reviewing technical product and networking products developed and marketed under Motorola brand. Updates documentation and version update in entire documentation log.,Indeed,3.0,Consultant Technical Writer,Former Employee
2017-08-25,It was a very positive experience for me as a professional and overall company consisted with hard working teams. Gained excellent software development skills,Indeed,4.0,Lead Consultant (Contractor),Contractor
2017-08-18,Built an excellent team of Technical IT recruiters and resources by identifying the learning potential of the candidates and hired the mix of experienced recruiters as well as fresher’s.,Indeed,4.0,"Lead Recruiter, Infobahn Soft",Former Employee
2017-06-29,"Good place to work and learn. Always worked on the cutting edge technologiesGood HR systems and processesGood reporting structureWorkplace culture is excellent",Indeed,4.0,Technical Services Manager,Former Employee
2017-06-23,"At any day my utmost priority remains to be productive for company business.While working at different projects, I got numerous opportunities to work at different roles.",Indeed,5.0,Senior Engineer,Current Employee
2017-06-20,"Good place to work.New technology many things to learn. But no opportunity for Onsite. As this is product based company you will get good package in the starting.",Indeed,4.0,Software Engineer,Former Employee
2017-06-15,I have been a part of motorola for more than 2 years. The time flexibilty is really very good. On site opportunities are also there for short duration. One can easily learn a lot here.,Indeed,5.0,Software Engineer,Current Employee
2017-06-14,"To handle the STPI, Customs & Excise related formalities.Responsible for the pre-and post-clearance process for Imported & Indigenous goods procured under STPI Scheme.   Interaction with vendors, freight forwarders and clearing agents.Maintaining the records and tracking of goods procured under STP SchemeArranging for the Inspection of the Bonded Goods received from the supplier Preparation of ER-2 Giving the Import & Indigenous goods data for preparation of STPI Reports to the FinanceAsset Tagging of the bonded and Non-bonded goods.Maintain asset & Organizing Asset Management Role.",Indeed,5.0,Senior Executive Operations,Former Employee
