Date,Source,Rating,Designation,Employee Status,Reviews,Sentiment Score,Sentiment
,Times of India,,,,Motorola launched worlds first smartphone with 200MP rear camera After companies like Samsung Xiaomi also launched their 200MP camera smartphones Now another smartphone maker all set join number race Realme all set launch its new smartphone with 200MP main camera,0.7184,Good
,Times of India,,,,,0.0,Neutral
,Times of India,,,,Google has added 21 new Android smartphones its list ARCoresupported devices including six new Motorola smartphones phones from other brands such OnePlus Xiaomi Oppo ARCore enables developers add layer computergenerated data realworld images captured smartphone camera latest additions join existing devices in Samsung Galaxy S23 Google Pixel ranges,0.296,Good
,Times of India,,,,Xiaomi India VodafoneIdea have announced partnership enabling VodafoneIdea’s 5G network range Xiaomi Redmi smartphones in India Under partnership VodafoneIdea brings support its 5G network once rolled out total 18 smartphones across Xiaomi’s portfolio,0.4019,Good
,Times of India,,,,Motorola has announced its latest flagship smartphone – Edge 40 Pro – global markets rebadged Moto X40 Motorola Edge 40 Pro comes with same hardware – 165Hz AMOLED display Snapdragon 8 Gen 2 chipset 50MP triple camera – but ditches heavily customisable skin meant Chinese market Here’s all need know about Motorola’s latest Edge 40 Pro,0.0516,Good
,Times of India,,,,Goodquality cordless phones have been around while but their increasingly sophisticated capabilities have contributed their growing popularity because their superior voice quality cordless phones have quickly become phone choice both businesses households,0.9505,Good
,Times of India,,,,OnePlus Xiaomi Motorola have reduced prices their midrange Android smartphones in India OnePlus 10R has received price cut Rs 3000 two variants Xiaomi 12 Pro have now become cheaper by Rs 10000 Xiaomi 11 Lite NE 5G has reduced by Rs 3000 Moto Edge 30 Moto G72 have become cheaper by Rs 3000 each Some features these smartphones include an octacore MediaTek Dimensity 8100MAX processor an octacore Qualcomm Snapdragon 778G processor 120W HyperCharge technology Android 12 OS,-0.2732,Bad
,Times of India,,,,Motorola recently launched Moto G73 smartphone in India smartphone maker has now launched new smartphone in country Lenovoowned smartphone maker has launched new variant its budget smartphone Moto G32 Motorola first launched Moto G32 smartphone in India in August 2022 that time company launched only 4GB RAM 64GB internal storage variant smartphone company has now launched 8GB RAM 128GB internal version smartphone in country smartphone powered by Qualcomm chipset it backed by 5000mAh battery,0.6249,Good
,Times of India,,,,Ever since foldable smartphones appeared many Apple fans have been waiting foldable iPhone While all popular Android smartphone brands including Samsung Oppo Vivo Xiaomi Motorola OnePlus have either announced foldable devices or have confirmed that working same far Apple has been silent about its foldable device company officials have far not made comment foldable iPhone whatsoever,0.4215,Good
,Times of India,,,,Motorola expected launch an upgraded RAM storage variant Moto G32 smartphone March 22 new RAM storage option smartphone likely arrive with same remaining specifications current model Moto G32 smartphone powered by an octacore Snapdragon 680 chipset backed with 4GB RAM 64GB internal storage It also supports microSD card slot storage expansion optics Moto G32 houses triple rear camera setup,0.3818,Good
,Times of India,,,,Moto G13 here Motorola has added new budget smartphone its lineup with launch Moto G13 in India smartphone comes with an HD display powered by MediaTek processor smartphone runs Android 13 operating system sports 50MP main camera,0.0,Neutral
,Times of India,,,,,0.0,Neutral
,Times of India,,,,Moto G73 new smartphone from Motorola It successor last years Moto G72 comes with price tag Rs 18999 smartphone comes in Midnight Blue Lucent White colour options available online Flipkart March 16 Along with company offering an instant discount Rs 2000 select bank credit cards Moto G73 features 6,0.5423,Good
,Times of India,,,,Moto recently launched its new Gseries smartphone in India company has now slashed price its last year launched Gseries smartphone Lenovoowned smartphone maker has slashed price its last year launched budget smartphone Moto G52 smartphone comes in two versions both them have received price cut,-0.34,Bad
,Times of India,,,,Google has updated its ARCoresupported device list include three its Pixel smartphones that were missing In addition Pixel devices Google has also added couple other smartphones from Oppo Poco more list Despite fact that Google took long update ARCore list devices including those from other manufacturers supports ARbased features since their launch,0.0772,Good
,Times of India,,,,If have been planning purchase midrange Motorola smartphone then may right time Lenovoowned smartphone maker has slashed price its Moto G62 5G smartphone smartphone comes in two variants both them have received price cut,-0.4588,Bad
,Times of India,,,,After being subject many rumours then receiving multiple certifications Motorola has teased arrival Moto G73 5G in Indian market With company expand its lineup Gseries smartphones Moto G73 5G would succeed Moto G72 launched in India last year company had launched Moto G73 5G along with Moto G 53 5G in global markets,0.6486,Good
,Times of India,,,,midrange Motorola smartphone Moto G82 has become more affordable Lenovoowned smartphone maker has slashed price Moto G82 smartphone in India Gseries smartphone comes in two variants both them have received price cut,-0.4588,Bad
,Times of India,,,,Lenovoowned Motorola has slashed price its 5G smartphone— Moto Edge 30 smartphone comes in two variants both models have received price cut Rs 3000,-0.4588,Bad
,Times of India,,,,Motorola has confirmed that new edition foldable smartphone launched year which much better than its predecessors During an interview with CNBC 2023 Mobile World Congress in Barcelona Yuanqing Yang CEO Lenovo affirmed that Motorola Razr has been performing well Additionally Yang announced that Motorola would release new iteration foldable smartphone in near future He added that forthcoming device would significantly improved compared its predecessor,0.8225,Good
,Times of India,,,,Moto G73 made its debut in India last week smartphone expanded company’s Gseries lineup Succeeding last year’s launched Moto G72 smartphone slightly higher priced offers reasonably good specifications those interested now purchase Moto G73 smartphone online from Moto estore Flipkart ecommerce websites,0.8519,Good
,Times of India,,,,Recently Reliance Jio introduced special Valentines Day offer now its rival telco Vodafone Idea has also rolled out special Vodafone Idea has announced special Valentines Day prepaid plan its customers,0.7964,Good
,Times of India,,,,upcoming Motorola smartphone rumoured sport larger cover display that might cover entire outer panel However new phone might also feature same flattened clamshell design its predecessor latest image shared by tipster also reveals Moto Razr 2023’s outer display boast redesigned UI,0.34,Good
,Times of India,,,,Vodafone Idea Vi has partnered with Motorola ensure seamless 5G connectivity across its fifthgeneration smartphone portfolio according statement announcement comes within days Vodafone Idea getting shot in arm with government clearing conversion troubled telcos accumulated interest dues worth Rs 16000 crore into equity,0.5423,Good
,Times of India,,,,company unveiled Moto X40 smartphone in China in December 2022 Motorola now set launch rebranded global variant smartphone which likely named Moto Edge 40 Pro Leaked renders Moto Edge 40 Pro smartphone surfaced online few weeks ago,-0.3182,Bad
,Times of India,,,,Foldable smartphones creating buzz around industry more brands now entering segment Samsung Motorola have been in foldable phones market some time now Recently Oppo launched its first flip phone Oppo Flip N2 global markets,0.4019,Good
,Times of India,,,,Oppos next foldable smartphone series in works smartphone has been in rumour mill some time has again surfaced online ahead official launch which expected later year in China According report by tipster Digital Chat Station Oppo’s nextgeneration foldable smartphone said named Find N3 carries model number PHN110,0.0772,Good
,Times of India,,,,Science fiction movies have already demonstrated potential immersive technology One themes MWC 2023 evolved around breakthroughs in AR VR space With global deployment 5G immersive technology expected take centrestage with use cases in automotive sports work gaming more,0.0,Neutral
,Times of India,,,,Oppo has neither confirmed markets where foldable smartphone available nor has it shared pricing details about phone Find N2 Flip likely launch in multiple markets including in India Chinese variant smartphone was launched CNY 6000 around Rs 71000,-0.1371,Bad
,Times of India,,,,Moto E13 here Lenovoowned Motorola has expanded its entrylevel smartphone range with launch Moto E13 in India smartphone powered by Unisoc processor runs Android 13 Go Edition Moto E13 sports lightweight design features dual rear camera,0.0,Neutral
,Times of India,,,,Moto E13 was launched in India earlier week smartphone now up sale in country Customers now purchase budget Motorola smartphone from Flipkart authorised retail stores in country smartphone powered by Unisoc processor runs Android 13 Go Edition Moto E13 sports lightweight design features dual rear camera,0.128,Good
,Times of India,,,,Moto E13 now official Motorola has expanded its Moto G series smartphones with launch four new smartphones Along with company has also launched Moto E13 smartphone in European market budget smartphone from Motorola sports an HD display it powered by Unisoc chipset Moto E13 runs Android Go Edition backed by 5000 mAh battery,0.1531,Good
,Times of India,,,,Lenovoowned smartphone maker Motorola has expanded its portfolio with four new phones under affordable Moto Gseries global markets latest smartphones include Moto G73 5G Moto G53 5G Moto G23 Moto G13 Amongst these company launched Moto G53 smartphone in China in December 2022,0.128,Good
,Times of India,,,,Ayush Kumar Anand 21 was walking back his uncles house in Sector 9 when three youths bike tried strike conversation When he ignored them snatched his phone kicked him Ayushs left kidney had surgically removed save him,0.1027,Good
,Times of India,,,,Vivo X Flip likely sport hinge made aluminium its design expected resemble X90 series models which were released in China in November 2022 external display expected 682 pixels wide have vertical rectangular form Vivo’s X Flip may feature only two lenses in camera arrangement which leave an area Zeiss logo,-0.0516,Bad
,Times of India,,,,Last year Motorola announced Edge 30 Fusion in India smartphone was launched in two colours – Cosmic Grey Solar Gold Now Motorola has unveiled new colour Edge 30 Fusion – Viva Magenta – Pantone colour 2023,0.1779,Good
,Times of India,,,,Motorola all set launch its latest Eseries smartphone in India smartphone maker has confirmed that it launch Moto E13 in country February 8 Lenovoowned Motorola has already launched smartphone in European market expected launch same variant in India However new leak has surfaced online revealing likely India price smartphone,-0.2263,Bad
,Times of India,,,,Motorola launched Edge 30 Fusion Viva Limited Edition in India last week company claims that it first smartphone in world boast Pantone color year 2023 — Viva Magenta smartphone shares similar set specifications original Motorola Edge 30 Fusion which company launched in September last year,0.5574,Good
,Times of India,,,,Lenovoowned Motorola all set expand its budget smartphone lineup in India Motorola has confirmed launch Moto E13 in country Launched in Europe recently Moto E13 scheduled launch in India February 8,0.4215,Good
,Times of India,,,,Motorola recently launched its budget smartphone Moto E13 in European market It appears that company soon launch smartphone in Indian market new online leak revealed that Lenovoowned Motorola launch Moto E13 smartphone month in India,-0.2263,Bad
,Times of India,,,,In comparison table we have compared newly launched Tecno Phantom X2 Pro 5G iQoo 11 5G,0.128,Good
,Times of India,,,,,0.0,Neutral
,Times of India,,,,Lenovoowned Motorola reportedly offering iPhone music control Moto Watch 100 in its 2023 update let users manage their music playback part several updates smartwatch,0.0,Neutral
,Times of India,,,,Motorola unveiled new smartphone– Moto G53–in China smartphone comes successor Moto G52 launched in April year 5Genabled phone comes starting price tag 899 yuan approximately Rs 10690 offers reasonably good specifications price Moto G53 goes against likes Lava Blaze 5G launched earlier in November,0.8225,Good
,Times of India,,,,Lenovoowned Motorola has launched limited edition Motorola Edge 30 Fusion smartphone company claims that it first smartphone in world boast Pantone color year 2023 — Viva Magenta smartphone shares similar set specifications original Motorola Edge 30 Fusion which company launched in September last year,0.5574,Good
,Times of India,,,,report says that global foldable market likely see competition in 2023 more Chinese players expected launch foldable smartphones Honor Motorola Xiaomi expected enter foldable smartphone space outside China Additionally Huawei Oppo Vivo also tipped launch new foldable products in 2023,0.4939,Good
,Times of India,,,,Lenovo ThinkPhone now official Lenovo has unveiled first smartphone under ThinkPhone series ThinkPhone by Motorola comes with an oPLED display powered by Qualcomm chipset smartphone comes with military grade certification also dust waterresistant,0.0,Neutral
,Times of India,,,,After Xiaomi OnePlus now another Chinese smartphone maker offering 5G experience its smartphone users Motorola has entered into partnership with Reliance Jio association enable Motorola smartphone users access True 5G connectivity their devices after get an invite use 5G from Jio Reliance Jio launched 5G services under beta in October 2022 in 6 cities Since then company has expanded 5G services 15plus cities across country,0.5994,Good
,Times of India,,,,Reliance Jio recently launched its 5G service in Indore Bhopal telecom operator has now rolled out its 5G service another city Union Minister Communications Railways Electronics Information Technology Shri Ashwini Vaishnaw inaugurated Jio True 5G services in Odisha,0.5106,Good
,Times of India,,,,In latest development both smartphones have surfaced Telecommunications Digital Government Regulatory Authority TDRA certification website in UAE,0.0772,Good
,Times of India,,,,Moto X40 now official Motorola has launched its latest flagship smartphone Moto X40 in China smartphone powered by octacore Qualcomm Snapdragon 8 Gen 2 chipset sports an FHD display highend smartphone comes with 50MP main camera 60MP selfie shooter,0.2263,Good
,Times of India,,,,change doesn’t mean that smartphone users won’t able access Alexa their devices Users able interact with Alexa Android iOS smartphones only when Alexa app open feature also let users option handsfree access inside Alexa app,0.0,Neutral
,Times of India,,,,Motorola has confirmed launch event Chinese market today However company hasn’t officially announced products that unveiled event information about event’s live feed also remains unknown We update post soon we get more details company has already confirmed few key specs upcoming phone,0.0,Neutral
,Times of India,,,,It has merely been few months since latest Galaxy Zseries foldable arrived market but rumor mill has begun next one which may arrive in September 2023 if Samsung sticks its usual schedule per speculations next Galaxy Z Flip may come with some ‘big’ upgrades in terms screen size,0.0,Neutral
,Times of India,,,,Moto G53 5G here Motorola launched its flagship smartphone Moto X40 an event in China today December 15 Along with its highend smartphone company also unveiled its budget smartphone Moto G53 5G same time budget smartphone from Motorola powered by Qualcomm chipset runs Android 13 operating system Moto G53 5G houses 50MP main camera it comes with splashresistant design,0.2263,Good
,Times of India,,,,company has announced its plans launch MotoX40 in Chinese market Motorola has made it official that upcoming Moto X40 unveiled December 15 in China,0.0,Neutral
,Times of India,,,,poster not only teases design upcoming smartphone but also confirms start time launch event in China Another Weibo post by company has also confirmed multiple speculated features regarding Moto X40 including 165Hz refresh rate display IP68 waterproof rating MYUI 50 based Android 13,0.1139,Good
,Times of India,,,,Motorola released list its smartphones in August which receive Android13 update company has now added ten devices list,0.0,Neutral
,Times of India,,,,per leak upcoming Moto X40 said feature 667inch FHD display with 144Hz refresh rate smartphone tipped weigh 196 grams,-0.34,Bad
,Times of India,,,,Moto X40s images previously appeared in TENAA listing revealing curved screen with centre punchhole triple rear cameras arranged in matrix many other key specifications,0.0,Neutral
,Times of India,,,,Oppo has announced secondgeneration foldable smartphone – Find N2 – joining it its first flip – Find N2 Flip secondgeneration foldable smartphone improves weight thickness Find N while also coming with new improved hinge Here’s everything need know about Oppo’s new foldable smartphones – Find N2 Find N2 Flip,0.7096,Good
,Times of India,,,,Qualcomm launched its latest flagship mobile chipset Snapdragon 8 Gen 2 its annual Qualcomm Snapdragon Summit 2022 company claims that it worlds first 5G AI mobile platform which support WiFi 7 hardware ray tracing,0.5574,Good
,Times of India,,,,Qualcomm’s flagship chip Android smartphones here chipmaker has announced successor its Snapdragon 8 Gen 1 its Snapdragon Summit 2022 which power flagship devices likely arrive in 2023 latest chip expected named Snapdragon 8 Gen 2 Mobile Platform brings several technological improvements such performance boost better graphics more over its predecessor,0.8625,Good
,Times of India,,,,Moto likely launch its next Xseries smartphone– Moto X40–in Chinese market Chen Jin general manager Lenovo Mobile Business Group through post Chinese platform Weibo has teased launch Moto X40 smartphone expected come powered by Snapdragon chipset likely specs yettobelaunched device has hit web Here details,-0.296,Bad
,Times of India,,,,Motorola launched its Edge 30 Ultra smartphone in India in September year company has now launched new storage variant smartphone,0.25,Good
,Times of India,,,,Motorola has expanded its eseries smartphone lineup with launch Moto e22s in Indian market Priced Rs 8999 handset offers specifications like 90Hz refresh rate display MediaTek Helio G37 chipset 4GB RAM price smartphone goes up against likes Moto e32s which also comes with similar specifications closely priced Moto e22s,0.6486,Good
,Times of India,,,,Motorola has wide range 5Genabled smartphones in company company’s smartphones support between 11 13 5G bands from both mmWave sub6GHz bands that available in country company has already rolled out software updates some its devices it also planning update rest 5G devices in coming weeks,0.4019,Good
,Times of India,,,,Moto Razr 2022 now official Motorola has launched its latest foldable smartphone Razr 2022 in global markets Launched in China in August year foldable smartphone powered by Qualcomm Snapdragon 8 Gen1 chipset highend smartphone made using 7000 series aluminium frame with matte finish stainless steel hinge company also claims that it has redesigned hinge Moto Razr 2022 that smartphone stand its own in different angles,0.25,Good
,Times of India,,,,WAVE PTX multimedia communication service that developed by Motorola service operates even without network used connect crossfunctional teams Devices that use technology help users connect with their crew push button won’t restricted by range,0.0258,Neutral
,Times of India,,,,Launching its annual Snapdragon Summit 2022 in Maui Hawaii company claimed Gen 2 would completely change premium smartphone experience,0.0,Neutral
,Times of India,,,,Moto X40 may soon launch in China However ahead launch details chipset which would power phone have surfaced online,0.0,Neutral
,Times of India,,,,,0.0,Neutral
,Times of India,,,,Moto e22s price in India set Rs 8999 single 4GB RAM 64GB storage variant Interested customers purchase smartphone from October 22 12 pm noon Flipkart all leading retail stores in Arctic Blue Eco Black colour options Moto e22s purchased with Reliance Jio benefits worth Rs 2549,0.7351,Good
,Times of India,,,,After Apple Samsung now Lenovoowned Motorola has confirmed that it has started rolling out software upgrades its phones 5G across both SA Reliance Jio NSA Airtel Vi 5G modes smartphone maker has revealed that it has already rolled out 5G update Edge 30 Ultra Edge 30 Fusion smartphones week,0.0,Neutral
,Times of India,,,,Motorola soon expected expand its smartphone lineup with launch new affordable device – Moto E22s – in India company has confirmed launch smartphone via its official Twitter handle,0.3182,Good
,Times of India,,,,Motorola has confirmed launch its upcoming Eseries smartphone–Moto E22s– in India company announced launch via its social media handles,0.0,Neutral
,Times of India,,,,Motorola has launched new budget smartphone – Moto E32 – in India smartphone follows Moto E32s launched in May 2022 Moto E32 launched in India differs from one launched in Europe earlier year Unlike Motorola E32 launched in Europe which comes with UniSoc T606 chipset one launched in India powered by Helio G37 chipset,0.6124,Good
,Times of India,,,,Motorola recently launched its new gseries smartphone in India Now company all set launch its affordable eseries smartphone in country Lenovoowned smartphone maker has confirmed launch Moto e32 in India company launch new smartphone October 7 in country Motorola has already launched smartphone in China in May year Indian variant smartphone expected sport same set specifications,0.25,Good
,Times of India,,,,Moto e32 here Motorola has expanded its budget smartphone lineup with launch its latest eseries smartphone Moto e32 smartphone packs an HD display powered by MediaTek Helio chipset affordable smartphone runs Android 12 operating system promises offer up 2 years regular security updates,0.6124,Good
,Times of India,,,,Motorola expanded its smartphone series lineup with launch Moto G72 in Indian market smartphone comes under midrange category powered by MediaTek chipset,0.0,Neutral
,Times of India,,,,Motorola launch its latest Moto E22 handset October 17 12 PM IST smartphone available purchase via Motorola Flipkart websites Other details device revealed time launch event,0.0,Neutral
,Times of India,,,,,0.0,Neutral
,Times of India,,,,Software firm Freshworks Inc has appointed Dennis Woodside president company effective September 1,0.4767,Good
,Times of India,,,,Electronics Communication Engineering involves designing developing testing electronic equipment Electronics Communications engineers conceptualize oversee manufacturing communication broadcast systems specialization deals with basic electronics microprocessors solidstate devices digital analog communication microwave engineering satellite communication antennae wave progression How become an electronics communication engineer,0.0,Neutral
,Times of India,,,,He most recently served president Impossible Foods where he oversaw operations manufacturing supply chain sales marketing HR other functions more than three years,0.0,Neutral
,Times of India,,,,Motorola recently launched its flagship smartphone Edge 30 Ultra in India earlier week Motorola Edge 30 Ultra worlds first smartphone sport 200MP main camera time launch company unveiled only one variant smartphone 8GB128GB Now it appears that smartphone maker all set launch another variant handset,0.2263,Good
,Times of India,,,,Motorola was first smartphone brand get board with Samsung’s new 200MP ISOCELL HP1 sensor with its X30 Pro smartphone launched in China last month company has now announced slightly tweaked version X30 Pro in Europe Motorola Edge 30 Ultra featuring 200MP primary camera,0.128,Good
,Times of India,,,,Moto G72 here Motorola has expanded its Gseries smartphones with launch Moto G72 in India midrange smartphone sports an FHD display powered by MediaTek chipset smartphone runs Android 12 operating system houses 5000mAh battery,0.0,Neutral
,Times of India,,,,Motorola has introduced Moto e22 Moto e22i in global markets Both smartphones available purchase in select markets company has not made announcements regarding its launch in India,0.0,Neutral
,Times of India,,,,After unveiling it in May earlier year Google has finally rolled out public version Android 13 Android 13 brings host new features Android phones Here we tell all important details about first public rollout Android 13 five key features it brings aboard,0.2263,Good
2017-12-16,Entrackr,,,,Motorola RentoMojo tie up provide Moto Mods rent Rs 399 week,0.0,Neutral
2022-11-16,Entrackr,,,,Amitabh Bachchan Saurav Ganguly among noncompliant influencers ASCI report,0.0,Neutral
2019-02-13,Entrackr,,,,Nandan Nilekanibacked ShopX acquihires GabbarDeals,0.0,Neutral
2018-08-30,Entrackr,,,,Iron Pillar Blume Beenext pump in 15 Mn Series B fund in Servify,0.0,Neutral
2018-08-06,Entrackr,,,,Why has Flipkart parted ways from once 2 Bn worth vendor – WS Retail,0.2263,Good
2018-04-05,Entrackr,,,,ICA approaches Suresh Prabhu flouting FDI rules by Amazon Flipkart,0.1779,Good
2018-02-27,Entrackr,,,,Top smartphone distributors sell refurbished iphones smartphones in India,0.2023,Good
2017-12-07,Entrackr,,,,Eyewear retailer Lenskart puts in 1 Mn in Israelbased startup 6over6,0.0,Neutral
2017-11-28,Entrackr,,,,Lifestyle retailer Chumbak secures Rs 85 Cr from Gaza Capital existing investors,0.3182,Good
2017-11-21,Entrackr,,,,Paytmbacked logistics analytics startup LogiNext ties up with IBM optimise ecommerce supply chain,0.4404,Good
2017-11-10,Entrackr,,,,Flipkart launches smartphone brand ‘Billion Capture’,0.0,Neutral
2017-10-05,Entrackr,,,,Mobile refurbishing startup Yaantra raises Rs 20 Cr from existing investors,0.0,Neutral
2017-08-05,Entrackr,,,,Flipkart holds talk with distributors sell refurbished smartphones by Diwali,0.0,Neutral
2017-07-21,Entrackr,,,,Mukesh Ambani’s RIL invest 25 Mn in Israelbased startup incubator,0.0,Neutral
2017-07-18,Entrackr,,,,Apple partner with HCL expand retail presence in India,0.3182,Good
2017-07-14,Entrackr,,,,Lifestyle retailer Chumbak raises Rs 11 crore from Blacksoil others,0.0,Neutral
2017-07-14,Entrackr,,,,Endtoend construction project startup QwikSpec raises Rs 35 crore,0.0,Neutral
2017-07-04,Entrackr,,,,Foxconn wants India have parallel manufacturing hub China invest 5 bn,0.0,Neutral
2020-06-07,Indeed,5.0,Area Sales Manager,Former Employee,One best place work in my entire job carrier Great support from seniors Best team Had great experiences in channel sales would really work again if come again in business,0.9652,Good
2017-10-29,Indeed,5.0,SALES EXECUTIVE,Former Employee,Customer Service Representative attracts potential customers by answering product service questions suggesting information about other products services Process orders prepare correspondences fulfill customer needs ensure customer satisfaction,0.8779,Good
,Indeed,3.0,Junior Engineer - TICS,Former Employee,It was my outsource job cant share much about but Yes indeed good start fresher it was gain knowledge field experience Not much interaction with company but Yes not enriching experience when in field,0.9442,Good
2017-10-12,Indeed,3.0,Senior switch Engineer,Former Employee,Started with Motorola my first job in Switch operations self driven culture Motorola motivated one challenge oneself more all time,0.5106,Good
2017-10-04,Indeed,5.0,Housekeeping Supervisor,Former Employee,5floors 60 boys each shift 20 boys daily report executive following checklist daily briefing handover co supervisor daily log book report daily work sheet prepare monthly salary sheet attendance,0.0,Neutral
2017-09-30,Indeed,4.0,D.C. Executive,Former Employee,It was distribution centerwe have distribute materials all over India was executive was enjoying working in company more interesting job,0.7501,Good
2017-09-28,Indeed,5.0,Lead Engineer,Former Employee,Relaxed paced workplace Excellent Team Culture Office located in prime location easy commute Excellent worklife balance Management decisions not always employee friendly,0.8973,Good
2017-09-25,Indeed,4.0,L1 agent,Former Employee,Its been good feeling work with Sykes Business Service have been got an great expirence in organisation Their lot fun with friends superior,0.9545,Good
2017-09-08,Indeed,3.0,CUSTOMER RELATIONS REPRESENTATIVE/TECHNICIAN,Former Employee,Great company would recommend anyone whos interested in tech industry loves company cares about its employees Great benefits company culture top notc,0.9735,Good
2017-09-08,Indeed,4.0,Senior Test Engineer,Former Employee,Good product based company Good work culture Good Management Good salary growth Good in onsite opportunities Good in Technical growth Learned Oracle applications Learned mobile testing techniques Learned communicate onsite team,0.9726,Good
2017-09-03,Indeed,3.0,Consultant Technical Writer,Former Employee,Writing reviewing technical product networking products developed marketed under Motorola brand Updates documentation version update in entire documentation log,0.0,Neutral
2017-08-25,Indeed,4.0,Lead Consultant (Contractor),Contractor,It was positive experience me professional overall company consisted with hard working teams Gained excellent software development skills,0.8591,Good
2017-08-18,Indeed,4.0,"Lead Recruiter, Infobahn Soft",Former Employee,Built an excellent team Technical IT recruiters resources by identifying learning potential candidates hired mix experienced recruiters well fresher’s,0.7003,Good
2017-06-29,Indeed,4.0,Technical Services Manager,Former Employee,Good place work learn Always worked cutting edge technologies Good HR systems processes Good reporting structure Workplace culture excellent,0.8979,Good
2017-06-23,Indeed,5.0,Senior Engineer,Current Employee,day my utmost priority remains productive company business While working different projects got numerous opportunities work different roles,0.3818,Good
2017-06-20,Indeed,4.0,Software Engineer,Former Employee,Good place work New technology many things learn But no opportunity Onsite product based company get good package in starting,0.7717,Good
2017-06-15,Indeed,5.0,Software Engineer,Current Employee,have been part motorola more than 2 years time flexibilty really good site opportunities also there short duration One easily learn lot here,0.8155,Good
2017-06-14,Indeed,5.0,Senior Executive Operations,Former Employee,handle STPI Customs Excise related formalities Responsible preand postclearance process Imported Indigenous goods procured under STPI Scheme Interaction with vendors freight forwarders clearing agents Maintaining records tracking goods procured under STP Scheme Arranging Inspection Bonded Goods received from supplier Preparation ER2 Giving Import Indigenous goods data preparation STPI Reports Finance Asset Tagging bonded Nonbonded goods Maintain asset Organizing Asset Management Role,0.8807,Good
2017-06-12,Indeed,4.0,Project Co-ordinator,Former Employee,nice place work Handled four south zones in Purchase field Handling Purchase ordermaking Purchase orderForwarding invoices accounts department Interacting with Accounts payment Vendors hardest part job was handling an old Vendor pending payments,0.4215,Good
2017-05-23,Indeed,3.0,Project Leader,Former Employee,Its not good place work work life balance not good It has nonflexible work hours Lot differentiation between employees contractors,-0.5875,Bad
,Indeed,5.0,Sr.Engineer - Materials,Former Employee,Motorola one best company each individual need work along one company which takes care employee benefits provide growth each one them time,0.9118,Good
2020-06-07,Indeed,5.0,Area Sales Manager,Former Employee,One best place work in my entire job carrier Great support from seniors Best team Had great experiences in channel sales would really work again if come again in business,0.9652,Good
2017-04-25,Indeed,3.0,Structural Engineer,Former Employee,Project naturally becomes superb learningand same thing happens thereassociation with other team mates were given knowledgepositivity willingness move ahead,0.7351,Good
2017-04-19,Indeed,5.0,Software Engineer,Former Employee,workplace was challenging productive Got opportunity interact with technical experts learn lot well contribute company satisfying,0.8176,Good
2017-03-20,Indeed,4.0,Pricing Manager / Project Controller,Former Employee,professional culture one learn lot there Nokia doing pretty good now compared its competitors sure with launch their new phones It certainly become desired company lot many people,0.8979,Good
2017-03-07,Indeed,5.0,Program Manager,Former Employee,Great place work good work life balance great benefits good pay Lot learning good culture enjoyed working hereGood support from team management,0.9753,Good
2017-03-05,Indeed,4.0,Senior Software Engineer,Former Employee,Morotola deputed from Integra micro system was place where could learn about Wireless projects got learn work in PDC CDMA SMAP projects,0.0,Neutral
2017-02-10,Indeed,5.0,Service Engineer mobile & pager,Former Employee,In Motorola worked service engineer technician Mobile pager servicing Sometimes company also send me customers desk customers support,0.4019,Good
2017-02-08,Indeed,4.0,Facilities Coordinator,Former Employee,good learing experience work culture was good too many department report managment was not too flexible overall liked place work,0.7866,Good
2017-01-07,Indeed,5.0,Program Manager,Former Employee,Motorola proved turning point in my career unfortunately Company winded up business resulted look other option,-0.34,Bad
2016-12-22,Indeed,5.0,Senior Engineering Manager,Former Employee,My dream company with excellent work culture talent It was best working environment people work in It knew how retain talent grow talent,0.9538,Good
2016-09-20,Indeed,5.0,Technical Lead,Former Employee,Stands by employee wellness program makes everyone feel great when working organization Learning international exposure great here,0.9022,Good
2016-09-17,Indeed,3.0,Moto Agent,Former Employee,Selected best candidate by company recognition there Learned how finish job smartly save time energy,0.9001,Good
2016-09-08,Indeed,4.0,INTERNSHIP,Former Employee,Great place learn variety new things with focus coding quality Good high level management with vision grow,0.8402,Good
2016-06-27,Indeed,5.0,Marketing & Sales Executive,Former Employee,1 Responsible Integrated Marketing Communications all ATL BTL communications 2 Enterprise wide planning by managing Regional Marketing Budget Planning Execution 3 track analyze Primary Secondary Tertiary sales 4 Conduct periodic sales’ promotion activities distributors enhance sales 5 Short listing sourcing contracting empanelling vendors per company norms 6 Planning executing Dealer Meets Road Shows Training Programs ISD 7 Travel arrangement North India sales team,0.3182,Good
2016-05-01,Indeed,4.0,Associate Functional Consultant,Current Employee,It nice company work culture good It helpful learn new things Management also nice Good salary,0.9217,Good
2016-04-08,Indeed,4.0,Software Engineer,Former Employee,Same GE both were client Igate was my first project in IT careerLearned alot about cooperate worldEVeryone was helpful work,0.4215,Good
2016-03-18,Indeed,5.0,Software Engineer,Former Employee,working Motorola provided me insights work with latest technologies work with some great minds in industry,0.6249,Good
